county_name,state_name,age_pct_65_older,age_pct_under_18,age_pct_under_5,edu_bachelors_pct,edu_hs_or_higher_pct,employment_nonemployer_estab,ethnicity_native_pct,ethnicity_asian_pct,ethnicity_black_pct,ethnicity_hispanic_pct,ethnicity_pacific_islander_pct,ethnicity_two_or_more_pct,ethnicity_white_pct,Ethnicities.White Alone	  not Hispanic or Latino,housing_homeownership_pct,housing_households,housing_units,housing_median_value,housing_persons_per_hh,income_median_household,income_per_capita,misc_foreign_born_pct,misc_land_area_sqmi,misc_lang_noneng_pct,misc_same_house_1yr_pct,misc_manuf_shipments,misc_mean_travel_time_min,misc_pct_female,misc_veterans,population_2020,population_2010,population_density,sales_food_services,sales_retail,firms_total,firms_women_owned,firms_men_owned,firms_minority_owned,firms_nonminority_owned,firms_veteran_owned,firms_nonveteran_owned,county_clean
Archer County,TX,19.6,21.5,5.3,23.9,90.3,943.0,1.5,0.5,1.1,8.2,0.1,1.6,95.1,88.3,83.7,3452,4184.0,146200.0,2.5,63835,34617,3.3,903.11,5.7,91.2,575658.0,18.9,51.1,601.0,8560,9054,10.0,33330.5,25491.0,986,265,528,151,817,103,781,Archer
Archuleta County,CO,27.3,17.7,4.4,37.2,92.3,2054.0,3.4,1.2,0.7,18.4,0.1,2.5,92.1,76.8,72.2,5858,9685.0,314400.0,2.23,52221,31629,5.0,1350.18,8.7,87.8,4959.0,18.1,49.6,1254.0,13359,12084,8.9,64851.0,130827.0,2070,607,884,211,1711,254,1546,Archuleta
Arenac County,MI,25.8,18.1,4.6,12.6,88.5,936.0,1.4,0.3,0.5,2.0,0.1,1.8,96.0,94.3,83.8,6571,9885.0,94400.0,2.26,42290,24328,1.1,363.19,1.8,89.0,145658.0,28.2,49.6,1195.0,15002,15899,43.8,28160.0,150754.0,1286,282,744,0,1248,192,924,Arenac
Arkansas County,AR,20.3,22.9,6.5,15.8,83.9,1395.0,0.3,0.8,25.1,3.4,0.0,1.9,71.8,69.1,65.2,7491,9486.0,88600.0,2.36,46696,26386,0.8,988.77,2.0,87.1,1927167.0,15.5,51.7,1018.0,17149,19019,19.2,17679.0,335961.0,1575,458,806,220,1281,163,1250,Arkansas
Arlington County,VA,11.1,18.1,5.8,75.3,94.3,21303.0,0.6,11.0,9.7,15.6,0.1,3.6,75.0,61.4,42.7,107032,118880.0,705400.0,2.15,120071,71841,23.2,25.97,29.7,79.6,54117.0,29.2,49.9,12177.0,238643,207627,7993.6,1362362.0,2608839.0,21665,7902,11888,6403,14039,2366,18087,Arlington
Armstrong County,PA,22.6,19.1,4.9,16.7,90.3,3529.0,0.1,0.3,0.9,0.8,0.0,1.0,97.6,97.0,76.0,28137,32841.0,109400.0,2.31,51410,27715,0.5,653.2,2.5,92.8,324072.0,30.7,50.2,5267.0,65558,68941,105.5,42742.0,551223.0,4749,1301,2768,27,4567,610,3859,Armstrong
Armstrong County,TX,24.9,22.6,5.9,22.8,86.9,200.0,1.3,0.4,1.2,9.2,-1.0,0.8,96.3,88.1,88.0,694,927.0,139700.0,2.76,72500,31749,2.2,909.11,6.4,91.8,575658.0,26.4,51.1,169.0,1848,1901,2.1,33330.5,209517.0,62,31,27,0,57,0,57,Armstrong
Aroostook County,ME,24.9,18.3,4.8,19.2,88.6,3935.0,1.9,0.5,1.2,1.4,0.0,1.5,94.8,93.7,72.0,29516,40048.0,99600.0,2.22,41123,25477,4.4,6671.33,15.0,89.3,1037868.0,18.1,50.6,6108.0,67105,71870,10.8,83195.0,1119423.0,6032,1479,3663,124,5708,694,5035,Aroostook
Arthur County,NE,21.4,25.3,5.2,26.2,93.7,52.0,0.4,0.2,-1.0,4.3,-1.0,2.2,97.2,94.2,66.5,197,253.0,111300.0,2.17,42813,25906,1.2,715.36,5.1,90.8,231681.5,22.8,51.0,20.0,434,460,0.6,4370.0,73832.0,65,0,54,0,57,0,57,Arthur
Ascension Parish,LA,12.3,26.6,7.0,26.4,88.6,9291.0,0.4,1.4,24.0,6.0,0.1,1.5,72.6,67.5,81.5,43032,49462.0,207400.0,2.84,80527,34168,3.1,289.98,6.1,89.1,14208545.0,29.5,50.8,5018.0,126500,107215,369.7,167217.0,1538904.0,8748,3012,4597,2201,6243,847,7407,Ascension
Ashe County,NC,26.6,17.4,3.9,19.7,85.1,2507.0,0.4,0.5,1.0,5.1,0.1,1.2,96.9,92.3,75.9,11938,17879.0,153200.0,2.21,40962,24814,3.5,426.14,5.3,93.9,232703.0,24.9,51.0,1464.0,26577,27281,64.0,23669.0,273003.0,2555,589,1646,113,2377,333,2080,Ashe
Ashland County,OH,19.1,22.3,5.7,20.9,88.5,3514.0,0.3,0.7,0.9,1.5,0.1,1.3,96.7,95.5,73.8,20417,22379.0,128400.0,2.51,52823,26017,1.5,422.95,5.1,85.2,1069942.0,22.9,50.8,3283.0,52447,53139,125.6,61870.0,486054.0,4140,1287,2290,81,3934,463,3200,Ashland
Ashland County,WI,20.2,22.0,5.8,19.8,92.2,1113.0,11.7,0.6,0.5,3.0,0.0,3.4,83.8,82.2,68.3,6565,9645.0,113100.0,2.29,42510,23946,1.1,1045.04,3.2,87.2,219770.0,16.6,49.8,1144.0,16027,16157,15.5,28882.0,214159.0,1553,463,762,61,1365,79,1327,Ashland
Ashley County,AR,20.9,22.4,5.6,12.3,83.3,1063.0,0.8,0.3,24.7,5.7,0.1,1.3,72.9,68.5,77.5,7757,10191.0,76400.0,2.59,44744,23391,2.5,925.35,5.2,90.6,1339942.0,20.3,51.3,973.0,19062,21853,23.6,17251.0,185207.0,1193,413,647,198,929,98,995,Ashley
Ashtabula County,OH,19.6,22.0,5.7,14.3,86.0,6139.0,0.3,0.5,3.8,4.4,0.0,2.3,93.0,89.3,70.5,37832,46269.0,112700.0,2.49,46700,24265,1.4,701.93,7.1,88.0,2449503.0,25.0,49.5,7549.0,97574,101497,144.6,121505.0,1081075.0,6798,1916,4193,328,6227,609,5836,Ashtabula
Asotin County,WA,24.0,20.0,5.1,21.4,91.4,1033.0,1.8,1.0,0.8,4.4,0.3,2.9,93.2,89.8,70.7,9101,10125.0,198100.0,2.44,53715,29695,2.9,636.21,4.2,83.1,50511.0,16.7,51.1,2080.0,22285,21623,34.0,25233.0,285863.0,1274,453,579,82,1121,123,1019,Asotin
Assumption Parish,LA,18.7,21.2,5.5,9.6,74.4,1627.0,0.8,0.4,29.6,3.3,0.1,1.2,68.0,65.4,78.1,8552,10939.0,118600.0,2.6,43759,25752,1.2,338.66,12.6,91.6,1901186.0,30.9,51.4,1157.0,21039,23421,69.2,3947.0,121030.0,1520,463,797,445,1054,224,1260,Assumption
Atascosa County,TX,14.9,27.2,7.2,14.4,77.1,3606.0,1.3,0.6,1.4,64.8,0.1,1.2,95.3,32.8,75.3,15546,18725.0,97900.0,3.16,55366,23890,6.9,1219.54,38.5,88.3,575658.0,30.5,50.2,3194.0,48981,44911,36.8,52282.0,564725.0,4106,1360,2197,1950,2029,294,3591,Atascosa
Atchison County,KS,17.6,22.8,5.6,22.0,92.7,854.0,0.8,0.7,4.8,3.2,0.1,2.8,90.9,88.2,69.4,5958,6947.0,110400.0,2.48,50439,24237,0.9,431.17,1.3,86.3,635032.0,19.4,51.4,981.0,16348,16924,39.3,13223.0,126876.0,925,192,469,52,759,133,667,Atchison
Atchison County,MO,26.2,20.2,4.9,23.1,91.5,394.0,0.4,0.4,0.5,1.5,0.1,1.3,97.4,96.1,69.7,2562,2952.0,84900.0,2.0,50236,31248,0.9,547.3,1.1,91.2,468824.0,19.4,50.0,421.0,5305,5685,10.4,5275.0,109793.0,737,143,355,0,612,0,647,Atchison
Athens County,OH,13.6,14.4,3.7,30.2,90.0,3260.0,0.4,3.1,2.8,1.9,0.1,2.4,91.2,89.7,57.8,22557,26673.0,129600.0,2.49,40905,22040,4.4,503.6,5.3,69.2,2276097.0,20.7,50.4,3191.0,62431,64757,128.6,107163.0,695105.0,3704,1216,1972,184,3276,374,3033,Athens
Atkinson County,GA,14.5,26.2,7.0,12.2,67.2,568.0,1.6,1.0,17.4,25.4,1.1,2.3,76.6,56.0,73.3,2880,3517.0,62700.0,2.85,37197,20338,12.6,339.38,21.8,94.4,144824.0,24.6,49.2,318.0,8286,8375,24.7,2387.0,43844.0,479,163,307,102,368,63,405,Atkinson
Atlantic County,NJ,18.6,21.1,5.4,28.1,87.0,17834.0,0.7,8.1,17.1,19.4,0.1,2.7,71.3,56.0,67.1,99850,128930.0,217900.0,2.61,62110,33284,16.5,555.7,27.0,86.9,285412.0,24.9,51.6,12325.0,274534,274549,494.1,4008546.0,4292714.0,21211,7026,11850,4969,15444,1425,18637,Atlantic
Atoka County,OK,20.0,22.4,5.9,15.0,83.2,933.0,14.8,0.8,3.9,3.6,0.0,8.0,72.5,70.2,73.4,5284,6421.0,102900.0,2.34,39316,20443,1.5,975.52,3.4,84.9,47037.0,25.9,47.9,900.0,14143,14182,14.5,40216.0,129787.0,1173,376,642,171,955,157,967,Atoka
Attala County,MS,19.5,24.9,6.4,13.9,77.6,1302.0,0.4,0.4,43.6,2.0,0.0,0.9,54.6,53.0,72.5,6941,9299.0,80700.0,2.6,33767,21276,0.9,734.98,2.3,84.5,175648.0,32.6,52.7,940.0,17889,19564,26.6,26152.0,192464.0,1213,419,646,430,681,137,952,Attala
Audrain County,MO,18.2,22.5,6.2,14.7,86.2,1409.0,0.6,0.5,6.9,3.3,0.1,2.0,89.9,87.2,68.5,9286,10931.0,97900.0,2.56,44261,23024,1.7,692.24,4.3,85.1,1124067.0,22.5,54.1,1714.0,24962,25529,36.9,17197.0,253719.0,2007,577,984,89,1819,136,1768,Audrain
Audubon County,IA,24.7,21.1,6.1,17.1,89.5,474.0,0.2,0.7,0.6,1.9,0.0,1.0,97.5,95.9,76.8,2649,3012.0,79500.0,2.06,52055,30344,0.5,442.96,1.4,88.3,528536.5,18.5,51.3,397.0,5674,6119,13.8,20428.0,40260.0,636,123,420,0,614,0,551,Audubon
Auglaize County,OH,18.9,24.0,6.4,18.9,92.7,2757.0,0.2,0.6,0.7,1.8,0.1,1.2,97.2,95.7,75.7,18888,20138.0,147300.0,2.39,64074,31198,0.9,401.39,1.9,88.8,2961623.0,19.6,50.0,2638.0,46422,45949,114.5,50509.0,491807.0,3456,984,2070,88,3209,317,2920,Auglaize
Augusta County,VA,21.9,18.5,4.2,22.7,87.4,4703.0,0.3,0.6,4.7,3.1,0.0,1.6,92.8,90.2,79.3,29539,32851.0,214000.0,2.4,62711,30272,2.6,967.0,3.4,87.3,1884187.0,23.9,49.2,5648.0,77487,73750,76.3,56499.0,621286.0,5645,1784,3051,282,5174,728,4536,Augusta
Aurora County,SD,20.7,24.8,6.1,21.5,87.0,255.0,2.9,0.7,0.7,7.2,-1.0,1.5,94.2,87.8,75.3,1182,1384.0,85800.0,2.19,64083,37086,4.7,708.43,7.7,92.4,109693.0,17.5,47.1,175.0,2747,2710,3.8,1566.0,10838.0,153,41,71,0,130,0,127,Aurora
Austin County,TX,19.8,23.8,5.8,23.9,84.0,3212.0,0.8,0.8,9.3,27.8,0.0,1.7,87.4,61.4,76.2,11301,13521.0,196300.0,2.61,66206,30219,10.5,646.51,20.7,91.6,575658.0,29.1,50.3,1319.0,30167,28417,44.0,28650.0,272438.0,2815,771,1660,708,2024,285,2369,Austin
Autauga County,AL,16.0,23.2,5.9,26.6,88.5,3350.0,0.5,1.2,20.1,3.0,0.1,1.9,76.3,73.8,73.3,21397,23896.0,154500.0,2.56,58731,29819,2.3,594.44,4.3,87.9,665897.0,24.4,51.5,5272.0,58805,54571,91.8,93431.0,607854.0,2949,1093,1499,616,2160,285,2401,Autauga
Avery County,NC,22.9,14.7,3.7,20.7,83.6,1720.0,0.6,0.6,4.7,5.1,0.1,1.1,92.9,88.5,75.3,6551,14388.0,144000.0,2.14,40340,21167,3.2,247.09,6.3,86.4,20461.0,19.9,45.8,851.0,17806,17797,72.0,45601.0,195454.0,1481,414,918,49,1379,149,1232,Avery
Avoyelles Parish,LA,17.3,23.4,6.6,12.3,76.8,2472.0,1.2,0.5,29.8,2.1,0.1,2.0,66.4,64.9,69.5,15163,18690.0,104200.0,2.43,38565,22017,0.9,832.43,10.8,87.9,1901186.0,31.0,49.7,2218.0,39693,42073,50.5,153799.0,354718.0,3090,1146,1594,536,2452,233,2702,Avoyelles
Baca County,CO,24.4,22.2,5.4,21.4,86.2,346.0,2.1,0.4,1.1,11.3,-1.0,2.8,93.6,83.9,71.0,1662,2259.0,83500.0,2.09,35878,24061,3.2,2554.97,7.4,86.4,80356.5,13.0,49.8,223.0,3506,3788,1.5,30272.0,38425.0,443,124,273,0,424,54,376,Baca
Bacon County,GA,16.8,25.4,6.9,10.5,82.1,634.0,0.4,0.8,16.2,8.6,0.2,1.8,80.7,73.4,72.4,3874,4821.0,81100.0,2.7,37519,20326,3.3,258.58,7.1,88.5,554410.0,20.9,51.1,582.0,11140,11096,42.9,8954.0,72655.0,937,368,436,223,669,40,812,Bacon
Bailey County,TX,14.8,30.8,8.2,17.2,76.9,413.0,3.4,0.9,2.1,64.0,0.1,1.4,92.1,33.0,74.6,2054,2782.0,69700.0,3.35,52273,21945,15.6,826.8,48.1,92.1,575658.0,16.7,49.8,249.0,6904,7165,8.7,7883.0,49021.0,557,88,307,191,344,25,509,Bailey
Baker County,FL,14.1,23.9,6.2,13.2,85.7,1417.0,0.5,0.7,14.2,2.8,0.0,1.9,82.7,80.4,75.3,8693,10215.0,138900.0,2.92,63275,24686,1.8,585.23,4.7,81.6,778359.5,31.7,47.4,2063.0,28259,27115,46.3,23726.0,217349.0,1255,464,636,194,984,196,950,Baker
Baker County,GA,23.7,19.5,5.8,12.9,80.6,193.0,0.5,1.2,44.0,6.4,0.1,1.3,52.9,47.9,65.3,1425,1664.0,81800.0,2.2,32917,22525,5.0,341.94,7.7,94.1,554410.0,29.1,50.8,188.0,2876,3451,10.1,33983.0,4703.0,335,102,173,129,199,0,277,Baker
Baker County,OR,26.5,19.8,5.1,23.7,91.0,1145.0,1.6,0.9,0.7,4.7,0.1,3.0,93.7,89.7,70.7,6921,9096.0,173100.0,2.23,45998,28700,2.0,3068.36,4.1,81.3,105124.0,15.4,49.0,1899.0,16668,16134,5.3,27456.0,198861.0,1748,507,915,78,1598,178,1438,Baker
Baldwin County,AL,21.0,21.3,5.4,31.9,90.8,20047.0,0.8,1.1,8.8,4.7,0.1,1.9,87.4,83.2,75.2,80930,119412.0,197900.0,2.59,58320,32626,3.7,1589.78,5.4,88.3,1438760.0,26.9,51.5,19663.0,231767,182265,114.6,560602.0,3145789.0,19732,6505,10935,2130,16893,2364,16183,Baldwin
Baldwin County,GA,16.5,18.5,4.7,23.3,85.8,3229.0,0.3,1.7,42.5,2.3,0.1,1.3,54.0,52.4,58.5,16191,20725.0,120300.0,2.51,43672,21716,2.7,257.84,4.2,82.1,554410.0,22.5,49.3,2479.0,43799,45720,177.3,33983.0,554505.0,3709,1543,1759,1803,1771,413,3096,Baldwin
Ballard County,KY,21.9,20.9,5.0,15.9,87.2,476.0,0.4,0.5,3.4,1.5,0.1,2.4,93.2,92.0,80.7,3065,3924.0,102900.0,2.58,45048,25217,2.5,246.66,4.0,92.0,559741.0,23.1,50.3,680.0,7728,8249,33.4,35974.5,57633.0,638,318,253,64,542,52,554,Ballard
Baltimore County,MD,17.6,21.6,5.9,39.4,91.5,70590.0,0.4,6.3,30.3,5.8,0.1,2.6,60.2,55.8,66.1,313519,338291.0,261500.0,2.58,76866,40105,12.6,598.3,14.8,87.9,8066749.0,29.8,52.7,42429.0,854535,805029,1345.5,1555794.0,12645701.0,75371,27265,41451,23329,49895,7322,65022,Baltimore
Baltimore city,MD,13.6,20.7,6.4,31.9,85.2,6564.0,0.3,2.6,62.4,5.3,0.0,2.5,30.5,27.5,47.5,239116,46807.0,160100.0,2.45,50379,31271,8.1,80.94,9.9,83.6,5043278.0,31.4,53.0,28002.0,585708,620961,7671.5,1607810.0,3647668.0,50735,24599,21952,27673,20782,4216,43918,Baltimore
Bamberg County,SC,22.4,18.8,4.6,18.8,80.3,854.0,0.4,0.5,60.3,2.3,0.1,1.1,37.6,36.2,70.6,5334,7725.0,75400.0,2.49,31422,18479,3.6,393.37,2.7,89.1,177043.0,26.6,52.1,739.0,13311,15987,40.6,9677.0,95285.0,850,364,422,395,403,116,682,Bamberg
Bandera County,TX,27.9,16.5,4.2,22.8,89.3,2548.0,1.3,0.6,1.1,19.8,0.0,1.6,95.3,76.7,85.0,8399,12058.0,174200.0,2.59,58661,29561,4.7,790.96,11.3,85.2,575658.0,37.6,50.4,2661.0,20851,20485,25.9,26629.0,81168.0,1907,649,985,199,1622,205,1527,Bandera
Banks County,GA,17.7,22.2,5.8,13.4,75.9,1329.0,0.6,1.1,2.9,7.2,0.1,1.6,93.8,87.3,75.4,6740,7838.0,151100.0,2.78,47811,21403,4.6,232.09,6.6,94.0,554410.0,31.9,49.2,1207.0,18035,18395,79.3,47512.0,213696.0,1262,337,814,60,1156,35,1107,Banks
Banner County,NE,24.0,24.4,7.5,23.3,97.0,50.0,0.3,0.3,1.3,5.8,-1.0,0.5,97.6,91.8,69.6,283,366.0,139900.0,2.55,51750,27552,3.5,746.11,5.6,92.7,231681.5,27.0,51.5,45.0,674,690,0.9,4370.0,73832.0,37,0,0,0,37,0,34,Banner
Bannock County,ID,14.7,25.9,6.9,27.8,92.5,5392.0,3.8,1.6,1.1,8.9,0.3,2.6,90.6,83.4,67.5,31155,34852.0,160000.0,2.68,51734,25076,4.1,1111.99,7.4,80.6,916314.0,18.1,50.3,5084.0,87018,82839,74.5,135487.0,1155265.0,6403,2085,2968,348,5750,411,5383,Bannock
Baraga County,MI,22.7,17.0,3.9,15.8,89.2,355.0,14.3,0.4,8.0,1.7,0.0,4.6,72.7,72.0,80.3,3107,5306.0,102200.0,2.34,46065,22920,1.5,898.26,3.2,88.1,150254.0,18.6,44.9,616.0,8158,8860,9.9,48682.5,53128.0,387,124,192,56,310,0,343,Baraga
Barber County,KS,23.1,23.2,6.2,20.7,91.1,517.0,1.4,0.5,1.0,4.7,0.0,1.9,95.2,91.3,71.8,1923,2735.0,72300.0,2.38,50174,27648,1.9,1134.07,5.1,90.6,39581.0,16.7,48.7,287.0,4228,4861,4.3,5312.0,76391.0,750,205,432,0,698,154,498,Barber
Barbour County,AL,19.7,20.6,5.3,11.6,73.2,1329.0,0.7,0.5,48.2,4.5,0.2,1.2,49.2,45.5,60.9,9345,12080.0,90700.0,2.41,32525,18473,2.7,884.88,7.1,85.5,735098.0,22.4,47.1,1328.0,25223,27457,31.0,26157.0,206477.0,1687,760,755,657,941,147,1445,Barbour
Barbour County,WV,20.7,19.7,5.0,15.6,85.3,625.0,0.6,0.3,1.0,1.1,0.0,1.5,96.5,95.5,72.0,6324,7913.0,110300.0,2.54,38459,22899,0.7,341.06,2.4,90.4,28633.0,26.7,51.1,1261.0,15465,16589,48.6,48291.0,89576.0,1098,327,599,0,961,102,823,Barbour
Barnes County,ND,23.2,19.6,4.8,29.4,92.3,869.0,1.1,0.9,1.8,2.2,0.1,1.8,94.2,92.5,69.3,5074,6046.0,141400.0,2.0,58365,35491,2.1,1491.55,2.9,86.5,118152.0,17.7,49.6,750.0,10853,11066,7.4,14131.0,121730.0,1005,351,514,0,884,95,795,Barnes
Barnstable County,MA,31.4,14.8,3.7,43.4,95.5,27281.0,0.7,1.6,3.5,3.4,0.1,2.0,92.2,89.5,79.8,94323,164674.0,393500.0,2.23,74336,44505,8.0,393.72,9.1,90.7,478632.0,23.9,52.2,17246.0,228996,215888,548.3,1000443.0,3856942.0,32628,9826,19793,1955,29839,4055,27101,Barnstable
Barnwell County,SC,18.9,23.7,5.8,12.5,79.8,1389.0,0.7,1.0,43.9,2.7,0.0,1.7,52.7,50.8,69.6,8360,10603.0,81900.0,2.52,35803,20297,1.6,548.39,2.4,87.4,564088.0,31.4,52.1,1140.0,20589,22621,41.2,16856.0,167121.0,1652,780,744,672,924,153,1412,Barnwell
Barren County,KY,18.0,23.5,6.5,16.3,83.0,3441.0,0.4,0.8,4.2,3.4,0.2,1.8,92.6,90.0,66.7,16931,19928.0,125400.0,2.55,41459,21869,1.9,487.54,4.3,85.1,929531.0,21.3,51.6,2059.0,44485,42173,86.5,71919.0,562843.0,3621,1080,1882,175,3289,401,3006,Barren
Barron County,WI,22.6,21.5,5.4,20.6,90.2,3120.0,1.1,0.7,1.6,2.6,0.0,1.3,95.3,93.0,74.7,18907,24407.0,153200.0,2.35,52703,29681,2.7,862.71,4.2,88.5,1520659.0,20.7,50.0,3226.0,46711,45870,53.2,59114.0,713305.0,4231,1035,2212,81,3968,397,3489,Barron
Barrow County,GA,12.7,25.7,6.7,19.0,84.5,6921.0,0.6,4.0,12.9,12.2,0.1,2.5,80.0,69.4,75.6,26305,29782.0,159700.0,2.99,62345,25266,7.7,160.31,13.1,88.7,889184.0,34.7,50.9,4161.0,83505,69367,432.7,33983.0,671608.0,6212,2052,3575,1285,4692,659,5310,Barrow
Barry County,MI,18.9,21.9,5.5,21.1,92.7,3848.0,0.6,0.5,0.7,3.1,0.0,1.6,96.6,93.8,83.5,24296,27975.0,158400.0,2.46,64490,31760,1.7,553.09,2.5,89.7,1115663.0,27.9,49.6,3931.0,62423,59173,107.0,38485.0,286016.0,4239,1174,2490,141,3987,368,3679,Barry
Barry County,MO,21.0,22.7,6.0,14.6,83.6,2457.0,1.3,2.4,0.7,9.9,0.2,2.0,93.4,84.5,73.7,13645,17662.0,120600.0,2.58,44403,25068,5.2,778.25,8.4,84.9,1391412.0,22.7,49.7,2697.0,34534,35597,45.7,32970.0,379243.0,2637,818,1360,198,2338,326,2114,Barry
Bartholomew County,IN,16.5,23.7,6.5,33.5,90.6,4312.0,0.5,8.5,2.4,7.2,0.1,1.7,86.9,80.5,71.4,31452,34687.0,153500.0,2.59,63431,31774,10.3,406.91,12.0,83.3,5636413.0,19.7,49.7,3808.0,82208,76794,188.7,198592.0,1113091.0,4900,1507,2549,318,4185,491,3951,Bartholomew
Barton County,KS,19.9,23.6,5.9,20.9,89.5,2212.0,1.0,0.3,1.9,15.3,0.1,1.8,94.9,81.0,70.3,10624,12754.0,93300.0,2.45,49723,27495,5.5,895.4,10.6,82.1,337371.0,16.4,50.5,1546.0,25493,27674,30.9,41060.0,420376.0,3370,822,1806,201,3055,232,2943,Barton
Barton County,MO,21.2,23.2,5.9,19.9,87.2,918.0,1.6,0.6,0.6,2.9,0.1,2.7,94.5,92.4,70.1,4895,5589.0,97500.0,2.37,44125,26509,0.7,591.92,2.6,90.2,101852.0,23.2,50.9,714.0,11637,12402,21.0,22307.0,146096.0,1054,350,522,64,953,61,934,Barton
Bartow County,GA,14.4,23.8,6.3,18.6,83.6,8562.0,0.6,1.0,11.3,9.2,0.1,2.1,84.9,76.9,66.3,37627,42298.0,163900.0,2.76,57423,26493,5.4,459.54,9.0,85.2,4341878.0,29.4,50.7,6156.0,108901,100157,217.9,140565.0,1264878.0,9068,3093,5113,1424,7323,1056,7605,Bartow
Bastrop County,TX,15.6,25.4,6.6,20.7,81.9,7100.0,2.0,0.9,7.3,39.7,0.1,2.1,87.5,51.1,77.7,25571,31090.0,172000.0,3.22,64597,27773,12.0,888.15,29.5,86.3,284371.0,34.0,49.2,7026.0,97216,74171,83.5,138015.0,867770.0,6046,2328,2954,1754,4134,686,5064,Bastrop
Bates County,MO,19.6,23.0,6.0,16.1,87.4,1193.0,0.9,0.3,1.3,2.3,0.1,1.9,95.6,93.8,72.7,6547,7838.0,114600.0,2.44,47625,27635,1.2,836.69,2.1,86.4,468824.0,31.9,50.2,1095.0,16042,17049,20.4,22307.0,171685.0,1209,297,573,38,1098,158,844,Bates
Bath County,KY,17.0,25.6,7.2,14.5,76.9,810.0,0.3,0.4,1.4,1.7,0.1,1.6,96.3,94.8,72.1,4827,5539.0,89700.0,2.54,44898,22238,0.5,278.79,4.4,88.3,559741.0,29.8,50.6,671.0,12750,11591,41.6,35974.5,47802.0,939,322,547,0,908,55,870,Bath
Bath County,VA,28.0,15.1,4.1,15.9,90.3,355.0,0.2,0.5,4.8,2.2,-1.0,1.5,92.9,91.1,75.3,1801,3300.0,165300.0,2.28,49738,27527,2.1,529.16,2.0,89.4,476138.5,23.0,49.4,373.0,4209,4731,8.9,63467.0,17227.0,402,136,210,0,371,79,294,Bath
Baxter County,AR,31.1,17.8,4.5,17.9,88.7,3198.0,0.8,0.5,0.5,2.6,0.1,1.6,96.5,94.3,76.1,18435,23028.0,133400.0,2.22,42260,26863,1.8,554.28,1.8,84.0,574423.0,16.2,51.5,4670.0,41627,41513,74.9,61602.0,476645.0,4159,1116,1975,111,3776,568,3155,Baxter
Bay County,FL,18.6,20.6,5.7,23.7,90.7,14652.0,0.8,2.3,11.3,6.7,0.2,3.2,82.2,76.6,65.1,71422,104768.0,178400.0,2.52,54316,29290,6.2,758.46,7.4,79.1,1473839.0,24.0,50.4,21135.0,175216,168852,222.6,565165.0,2728227.0,12985,4738,6634,2304,10043,1657,10436,Bay
Bay County,MI,21.0,19.9,5.0,19.3,90.5,5702.0,0.6,0.6,1.8,5.5,0.0,2.3,94.6,89.8,76.8,44339,48366.0,102000.0,2.32,48819,27469,1.4,442.3,2.1,89.1,1149352.0,22.8,50.9,7621.0,103856,107771,243.7,172003.0,1302984.0,7236,2228,3923,369,6564,925,5927,Bay
Bayfield County,WI,28.2,17.3,4.5,31.1,95.1,1561.0,10.5,0.5,0.6,2.2,0.0,3.0,85.4,84.2,83.2,7057,13512.0,170200.0,2.11,56096,31825,1.7,1477.86,3.9,92.0,1420674.0,22.9,49.2,1400.0,16220,15014,10.2,31780.0,84548.0,1667,585,717,52,1543,125,1431,Bayfield
Baylor County,TX,24.1,22.9,5.9,22.8,85.5,297.0,0.9,0.5,3.1,14.2,0.1,2.5,93.0,80.4,72.4,1530,2649.0,62000.0,2.29,40739,22987,2.9,867.48,4.6,90.1,575658.0,8.7,51.4,222.0,3465,3726,4.3,5543.0,24018.0,240,52,155,0,210,0,214,Baylor
Beadle County,SD,17.8,27.1,8.4,20.5,84.3,1112.0,1.6,10.1,1.5,10.7,0.4,2.1,84.2,75.2,65.7,7557,8569.0,109700.0,2.35,52313,27655,13.8,1258.71,16.8,87.1,495066.0,14.5,49.4,820.0,19149,17398,13.8,21650.0,257822.0,1757,441,993,67,1603,205,1403,Beadle
Bear Lake County,ID,20.7,26.9,6.9,18.9,93.5,486.0,1.1,0.5,0.4,4.3,0.1,1.4,96.5,93.1,76.6,2424,4204.0,149800.0,2.46,54167,26378,3.1,974.79,3.8,85.4,6744.0,25.5,49.9,314.0,6372,5986,6.1,4941.0,58828.0,438,110,210,0,414,46,351,Bear Lake
Beaufort County,NC,24.6,19.8,4.8,20.6,87.7,3337.0,1.0,0.5,24.8,8.0,0.1,1.6,72.0,65.9,69.9,19701,26383.0,132800.0,2.37,45212,27504,3.5,827.19,6.4,94.1,1462057.0,23.1,52.5,2989.0,44652,47759,57.7,50147.0,548353.0,4088,1299,2225,920,3044,454,3277,Beaufort
Beaufort County,SC,28.0,18.2,5.0,41.2,92.8,17222.0,0.4,1.5,17.9,11.1,0.1,1.9,78.2,68.5,73.3,71477,102705.0,298100.0,2.53,68377,38946,8.0,576.28,11.1,84.3,82216.0,22.7,51.0,18056.0,187117,162233,281.5,656606.0,2090475.0,16653,5512,8833,2346,13688,2366,12996,Beaufort
Beauregard Parish,LA,15.9,24.9,7.1,17.8,85.3,2147.0,1.2,0.7,12.1,3.8,0.1,2.5,83.4,80.5,77.5,13520,16223.0,127500.0,2.71,53209,26331,2.3,1157.34,5.4,86.4,1901186.0,30.2,49.0,3150.0,36549,35654,30.8,34980.0,383653.0,2330,610,1351,208,2007,228,1956,Beauregard
